"Trcid";"Title";"Shortdescription";"Longdescription";"Calendarsummary";"TitleEN";"ShortdescriptionEN";"LongdescriptionEN";"CalendarsummaryEN";"Types";"Ids";"Locatienaam";"City";"Adres";"Zipcode";"Latitude";"Longitude";"Urls";"Media";"Thumbnail";"Datepattern_startdate";"Datepattern_enddate";"Singledates";"Type1";"Lastupdated";
"2827a7c9-409c-40e0-a3c7-fa7b406383cd";"Porem";"Op loopafstand van Amsterdam Centraal Station vind je speakeasy-bar Porum, waar je op het juiste adres bent voor originele cocktails en Aziatische hapjes.";"<h2>Amsterdamse cocktails</h2> Bij Porem zijn de cocktails ingedeeld in categorie&euml:n vernoemd naar drie welbekende Nederlanders Johan Cruyff, Andr&eacute: Hazes en Ivo Niehe. Zo zijn er wat minder gecompliceerde vlotte cocktails (Cruyff), de wat diepere en complexere cocktails (Hazes)  en natuurlijk de cocktails die altijd goed zijn (Niehe). Mocht je er trek van krijgen, dan kun je kiezen uitr diverse Aziatische hapjes zoals sushi en yakitori. Perfect gelegen op loopafstand van Amsterdam Centraal Station en de Nieuwmarkt is Porem zeker een bezoekje waard.";"";"Porem";"Speakeasy styled bars have made a huge comeback, popularised for that feeling of exclusivity. One of the newer bars in town is an ultra hip bar behind an unmarked door in Amsterdam city centre: Porem. Its focus is on cocktails of top quality that can be paired with moreish sushi and sashimi. Old school elegance with a contemporary twist. ";"<h2></h2>";"";"";"3.3.1";"Porem";"AMSTERDAM";"Geldersekade 19";"1011 EJ";"52,3755910";"4,9023560";"http://www.poremamsterdam.com/";"https://media.iamsterdam.com/ndtrc/Images/28/2827a7c9-409c-40e0-a3c7-fa7b406383cd/cd6dc469-8dd0-452a-b53c-cfb8b0f9c420.jpg";"https://media.iamsterdam.com/ndtrc/Images/28/2827a7c9-409c-40e0-a3c7-fa7b406383cd/cd6dc469-8dd0-452a-b53c-cfb8b0f9c420.jpg";"";"";"";"";"2016-07-20 16:20:15";
"f634d1c0-4e27-4ed6-aa61-3c5a027937fa";"De Peper";"Verstopt in OT301 op de Overtoom, kun je bij deze 'culturele keuken' in Oud West terecht voor 100% biologische en veganistische producten. Wees voorbereid op een bijzondere ervaring: gerund door vrijwilligers en zonder bediening of menu, maar met toegankelijke gerechten en een relaxte sfeer.";"";"Di: 18:00 - 01:00 uur, do: 18:00 - 01:00 uur, vr: 08:00 - 03:00 uur, zo: 18:00 - 01:00 uur.";"De Peper";"De Peper is a not-for-profit vegan and organic café in Amsterdam's Oud-West neighbourhood, located in the former Netherlands Film Academy building OT301.";"<h2>Vegan organic food in an anarchist experiment </h2> <h2><o:p></o:p></h2> <p class=&quot:MsoNormal&quot: style=&quot:text-align: justify:&quot:><span lang=&quot:EN-US&quot:>Alongside OT301's large performance space, cinema and gallery, and an inspired programme of [sub]cultural activities, De Peper is a cultural kitchen run by an anarchist-style volunteer collective. Open on Tuesday, Thursday, Friday and Sunday evenings, the set menu changes daily, and the kitchen is kept suitable for kosher and halal food. If you have additional dietary needs, call early to talk to the cook. </span></p>";"Tu : 18:00 - 01:00 hour, Th : 18:00 - 01:00 hour, Fr : 08:00 - 03:00 hour, Su: 18:00 - 01:00 hour.";"";"3.3.1";"De Peper";"AMSTERDAM";"Overtoom 301";"1054 HW";"52,3601400";"4,8657070";"https://depeper.org/";"https://media.iamsterdam.com/ndtrc/Images/f6/f634d1c0-4e27-4ed6-aa61-3c5a027937fa/d50a0549-94ae-4e9b-aab2-b333bcc9ec87.jpg";"https://media.iamsterdam.com/ndtrc/Images/f6/f634d1c0-4e27-4ed6-aa61-3c5a027937fa/d50a0549-94ae-4e9b-aab2-b333bcc9ec87.jpg";"02-08-2016";"";"";"";"2016-08-02 15:43:21";
"ade5a0ed-61ee-4f02-9231-1a7143e402e2";"White Label Coffee";"White Label Coffee in Amsterdam West is een mooi zaak waar je ook nog eens een kop koffie drinkt waar iedereen beter wordt: jijzelf én de koffieboer. ";"<h2>Eerlijke koffie</h2> Bij White Label Coffee wordt je koffie gemaakt van eerlijke bonen uit o.a. Colombia, Guatemala en Costa Rica. Een kop koffie die niet alleen voor jou fijn is, maar ook voor de koffieboer die een eerlijke prijs ontvangt voor zijn bonen. Ga langs op de Jan Evertsenstraat en geniet in de smaakvol ingerichte zaak van je koffie, of neem een zakje bonen mee uit de shop. Woon je niet in de buurt? Je kunt de fair trade koffiebonen ook online bestellen.";"Ma-vr: 08:00 - 18:00 uur, za, zo: 09:00 - 18:00 uur.";"White Label Coffee";"You know you?re guaranteed a good cup of coffee, and the farmers are guaranteed a good price for their beans, at White Label Coffee in Amsterdam West.";"<h2>Fairtrade coffee, roasted by experts </h2> <p class=&quot:MsoNormal&quot: style=&quot:text-align: justify:&quot:><span lang=&quot:EN-US&quot:>White Label Coffee is all about honesty and openness in what it does: specialty coffee roasting where everyone in the production chain gets a fair price for their work. So you get a better cup and the producers get a better deal. Head along and try their double naked espresso, and if you don&rsquo:t know what that is, check out the informative White Label blog.</span></p>";"Mo -Fr : 08:00 - 18:00 hour, Sa , Su: 09:00 - 18:00 hour.";"";"3.3.1";"White Label Coffee";"AMSTERDAM";"Jan Evertsenstraat 136";"1056 EK";"52,3704360";"4,8515890";"https://whitelabelcoffee.nl/";"https://media.iamsterdam.com/ndtrc/Images/ad/ade5a0ed-61ee-4f02-9231-1a7143e402e2/7dc3c6c8-a0fb-4455-b78b-3171ef55c760.jpg";"https://media.iamsterdam.com/ndtrc/Images/ad/ade5a0ed-61ee-4f02-9231-1a7143e402e2/7dc3c6c8-a0fb-4455-b78b-3171ef55c760.jpg";"08-02-2016";"";"";"";"2016-08-03 14:25:28";
"4c1e9bd8-70b6-47cf-a262-ac0737931111";"Radijs";"Radijs is een knus buurtcafé in Amsterdam West. Hier spreek je af met vrienden voor koffie, lunch, diner of borrel. Dit gezellige tentje heeft bovendien een heerlijk terras met uitzicht op de Admiralengracht, waarop je in de zomer van de zon kunt genieten.";"";"";"Radijs";"One of the first cafés to pop up in the revamped Jan Evertsenbuurt in Amsterdam, Radijs prides itself on its local credentials.";"<h2>Breakfast, lunch, coffee and dinner in De Baarsjes </h2> <p class=&quot:MsoNormal&quot: style=&quot:text-align: justify:&quot:><span lang=&quot:EN-US&quot:>Watch the city go by with a table along the Admiralengracht &ndash: cosy in the winter with heaters and blankets &ndash: or sit in the clean, modern interior with a breakfast, coffee, lunch, or dinner. Plug in the laptop and do your work in the most pleasant of surroundings, or learn all about the local beers before you choose your favourite. </span></p>";"";"";"3.3.1";"Radijs";"AMSTERDAM";"Jan Evertsenstraat 41";"1057 BM";"52,3711200";"4,8570130";"http://www.radijs-amsterdam.nl/";"https://media.iamsterdam.com/ndtrc/Images/4c/4c1e9bd8-70b6-47cf-a262-ac0737931111/f01e8e2d-5eb8-4a31-90c5-9bd3d046e0c3.jpg,https://media.iamsterdam.com/ndtrc/Images/4c/4c1e9bd8-70b6-47cf-a262-ac0737931111/0ff3915e-c857-42a1-874e-7d6821e38f50.jpg,https://media.iamsterdam.com/ndtrc/Images/4c/4c1e9bd8-70b6-47cf-a262-ac0737931111/39e562ec-abdc-4745-94be-76512c36a7d6.jpg";"https://media.iamsterdam.com/ndtrc/Images/4c/4c1e9bd8-70b6-47cf-a262-ac0737931111/f01e8e2d-5eb8-4a31-90c5-9bd3d046e0c3.jpg";"";"";"";"";"2016-08-08 15:16:29";
"5272f5fa-8bee-43ed-9e51-39c3d37f08a8";"Broedplaats de Ceuvel";"Het eten bij Broedplaats de Ceuvel is volledig biologisch en ecologisch verantwoord. Zo kun je er bijvoorbeeld saté van lupine en soja of een kroket van op koffiedik gekweekte oesterzwammen bestellen. Ook na het eten is het de moeite waard om nog even te blijven hangen: later op de avond verandert dit café in een broedplaats voor podiumkunstenaars, muzikanten en filmmakers.";"<h2>Alles wordt gerecycled</h2> Maar Broedplaats de Ceuvel doet meer dan alleen biologisch koken. Zo wordt het keukenafval vergist tot biogas en gaat de inhoud van de&nbsp:toiletten als voedingsstof terug naar de kas op het dak van het caf&eacute:. Dit dak is overigens volledig gemaakt van gerecycled materiaal, zoals tachtig jaar oude meerpalen uit de haven van Amsterdam. <p> </p> <h2>Openbaar vervoer</h2> <br /> Bus 34, 35. Deze informatie is onder voorbehoud. Kijk op de website van <a href=&quot:http://www.gvb.nl&quot:>GVB</a> voor de meest recente informatie.";"";"Café de Ceuvel";"Located in Amsterdam North, Café de Ceuvel is a bohemian waterside cafe and bar with a strong focus on sustainability.";"<h2>Bohemian hangout in Amsterdam Noord </h2> This wild-child, urban-hippie riverside hangout located in a former shipyard has earned its immense popularity by simply doing things the way we want them: fun, relaxed and plentiful. It feels like a free-for-all, but that&rsquo:s what makes it so appealing, from the green, sustainable kitchen that delivers a delicious, fresh and affordable fare to their extensive programme of entertainment, from the food trucks they host when their kitchen is closed to their cultural agenda that includes concerts, pop-up shops, film screenings and parties. You&rsquo:ll never want to leave. <br /> <h2 >How to get there</h2> <br /> Bus 34, 35. This information is subject to change: for up-to-date public transport info check the <a href=&quot:http://en.gvb.nl&quot:>GVB website</a>";"";"";"3.3.1";"Broedplaats de Ceuvel";"AMSTERDAM";"Korte Papaverweg 4";"1032 KB";"52,3935190";"4,9107090";"http://www.cafedeceuvel.nl";"https://media.iamsterdam.com/ndtrc/Images/52/5272f5fa-8bee-43ed-9e51-39c3d37f08a8/b14fc681-53a7-4917-9086-31d0bfc479aa.jpg";"https://media.iamsterdam.com/ndtrc/Images/52/5272f5fa-8bee-43ed-9e51-39c3d37f08a8/b14fc681-53a7-4917-9086-31d0bfc479aa.jpg";"";"";"";"";"2016-08-09 17:42:36";
"0064b4a1-9883-40af-939c-48500e8d4f06";"W Lounge";"Op de bovenste verdieping van Hotel W Amsterdam zit de W Lounge, waar je de lekkerste cocktails drinkt terwijl je geniet van een panoramisch uitzicht over de stad. Als het mooi weer is zit je op het terras helemaal fantastisch en kun je zelfs een duik nemen in het rooftop zwembad!";"";"";"W Lounge";"The top new Amsterdam hotel has reinvented the traditional lobby, putting W Lounge on its 6th floor, with unparalleled 360-degree views over the city of Amsterdam.";"<h2>Fabulous cocktails with 360-degree view over Amsterdam </h2> The latest sounds keep the atmosphere buzzing, while the cocktails of tomorrow are mixed by the Fabulous Shaker Boys. Over 5km of copper pipes pay tribute to the telephone wires and electricity lines that used to buzz through the former post office HQ.";"";"";"3.3.1";"W Lounge";"AMSTERDAM";"Spuistraat 172";"1012 VT";"52,3726020";"4,8892010";"http://www.wamsterdam.com/the-duchess";"https://media.iamsterdam.com/ndtrc/Images/00/0064b4a1-9883-40af-939c-48500e8d4f06/4ad4b634-210e-48f0-b509-0defa26ca560.jpg,https://media.iamsterdam.com/ndtrc/Images/00/0064b4a1-9883-40af-939c-48500e8d4f06/f2fd3101-ac0a-48ab-af4f-6054a50ce459.jpg";"https://media.iamsterdam.com/ndtrc/Images/00/0064b4a1-9883-40af-939c-48500e8d4f06/4ad4b634-210e-48f0-b509-0defa26ca560.jpg";"";"";"";"";"2016-08-17 13:43:29";
"db0fb5a3-cfe1-4a0a-b35a-fe11e9ac2888";"Bar Botanique";"Amsterdam Oost heeft er een hotspot bij: Bar Botanique. Een gezellige tent met veel groen en een hip retro interieur waar je afspreekt met je vrienden voor een goede lunch, diner of borrel.";"";"Ma-do: 09:00 - 01:00 uur, vr, za: 09:00 - 03:00 uur, zo: 09:00 - 01:00 uur.";"Bar Botanique";"Amsterdam East has a hip new hotspot: Bar Botanique. The tropical café on Eerste van Swindenstraat is open all day for breakfast, lunch, dinner and drinks. Relax with the French Mediterranean menu or grab a quick pizza.";"<h2>Hip new tropical caf&eacute: in Amsterdam East</h2> <p class=&quot:MsoNormal&quot:><span lang=&quot:EN-US&quot:>The much-loved former Dutch local, De Ponteneur, has been transformed by Studio Modijefsky, returning the massive original windows to their former glory and bathing the whole caf&eacute: in light. Retro design and tropical greenery complete the impression of languid period extravagance. </span></p>";"Mo -Th : 09:00 - 01:00 hour, Fr , Sa : 09:00 - 03:00 hour, Su: 09:00 - 01:00 hour.";"";"3.3.1";"Bar Botanique";"AMSTERDAM";"Eerste van Swindenstraat 581";"1093 LC";"52,3634080";"4,9302370";"http://www.barbotanique.nl/";"https://media.iamsterdam.com/ndtrc/Images/db/db0fb5a3-cfe1-4a0a-b35a-fe11e9ac2888/a5738241-9839-4284-8e1c-2368b85b825a.jpg";"https://media.iamsterdam.com/ndtrc/Images/db/db0fb5a3-cfe1-4a0a-b35a-fe11e9ac2888/a5738241-9839-4284-8e1c-2368b85b825a.jpg";"24-08-2016";"";"";"";"2016-08-24 12:43:24";
"e75c41b6-cdf3-4794-a7e9-08155c7eb0a8";"Billie's Bar";"In dit nieuwe restaurant van de North Sea Jazz Club in het Westerpark komen live-muziek en exotische gerechten samen. Geniet van een Oosters of Mediterraans hapje, neem er een cocktail bij en laat de rest van je zintuigen prikkelen door de gratis jazz-optredens. ";"";"Wo-za: 17:00 - 01:00 uur, zo: 15:30 - 01:00 uur, Toelichting: Keuken sluit om 22:00 uur.";"Billie's Bar";"Named after Billie Holiday, the North Sea Jazz Club?s new restaurant opened in Amsterdam?s Westerpark in summer 2016. The eastern and Mediterranean cuisine ranges from sushi and dim sum to duck breast and entrecote, and classic cocktails are joined by exotic creations such as Billie?s own Arak Madu.";"<h2>Jazz on the menu</h2> No nightspot named after Billie Holiday would be complete without live music, which is furnished by Billie&rsquo:s Bar&rsquo:s own jazz-singing hostess, Brenda Frans, alongside a host of fresh new talent. <o:p></o:p>";"We -Sa : 17:00 - 01:00 hour, Su: 15:30 - 01:00 hour, Explanation: Kitchen closed at 22:00 hour.";"";"3.3.1";"Billie's Bar";"AMSTERDAM";"Pazzanistraat 1";"1014 DB";"52,3858260";"4,8717060";"http://www.northseajazzclub.com/billies-bar/";"https://media.iamsterdam.com/ndtrc/Images/e7/e75c41b6-cdf3-4794-a7e9-08155c7eb0a8/09253521-a921-4a27-85e2-c548ea9fba58.jpg";"https://media.iamsterdam.com/ndtrc/Images/e7/e75c41b6-cdf3-4794-a7e9-08155c7eb0a8/09253521-a921-4a27-85e2-c548ea9fba58.jpg";"24-08-2016";"";"";"";"2016-08-24 13:46:38";
"7df8cc03-0809-41dc-912e-10041a330084";"Café Cook";"Een goede sfeer, lekker eten en een fijn terras in de zon: bij Café Cook in Amsterdam West is het goed toeven. Het café is de hele dag open, je kunt er terecht voor ontbijt, lunch, diner of een borrel.";"";"Ma-do: 09:00 - 01:00 uur, vr, za: 09:00 - 02:00 uur, zo: 09:00 - 01:00 uur.";"Café Cook";"Swing by Café Cook in Amsterdam West for the relaxed atmosphere, tasty food and sunny terrace. Open all day long, the pub serves breakfast, lunch, dinner and drinks.";"";"Mo -Th : 09:00 - 01:00 hour, Fr , Sa : 09:00 - 02:00 hour, Su: 09:00 - 01:00 hour.";"";"3.3.1";"Café Cook";"AMSTERDAM";"James Cookstraat 2";"1056 RZ";"52,3712890";"4,8526240";"http://www.cafecook.nl/";"https://media.iamsterdam.com/ndtrc/Images/7d/7df8cc03-0809-41dc-912e-10041a330084/b36ff289-3899-4000-bb70-1c7849a3c8f1.jpg";"https://media.iamsterdam.com/ndtrc/Images/7d/7df8cc03-0809-41dc-912e-10041a330084/b36ff289-3899-4000-bb70-1c7849a3c8f1.jpg";"24-08-2016";"";"";"";"2016-08-24 14:43:27";
"a8a9b652-32e8-4628-a2b7-e748330218fd";"Franklin Bar & Kitchen";"Franklink Bar & Kitchen haalt inspiratie uit de smaken en diversiteit van New York City. Dé plek in Oud-Zuid of tegenover het Vondelpark om samen met vrienden te genieten van de heerlijke moderne keuken en de vele cocktails. ";"";"Di-do: 17:00 - 01:00 uur, vr, za: 17:00 - 03:00 uur.";"Franklin Bar & Kitchen";"Franklin Bar & Kitchen is a modern kitchen and cocktail bar opposite the Vondelpark, in Amsterdam?s Oud-Zuid. ";"<h2>Diverse New York flavours in a buzzing atmosphere </h2> <p class=&quot:MsoNormal&quot:><span lang=&quot:EN-US&quot:>The menu is seasonal, inspired by the diverse flavours of New York City, and served in a casual, buzzing atmosphere. Reserve a seat, or walk right in to the first-come, first-served downstairs lounge. The restaurant also has an intimate dining room upstairs for bookings of up to 25. <o:p></o:p></span></p>";"Tu -Th : 17:00 - 01:00 hour, Fr , Sa : 17:00 - 03:00 hour.";"";"3.3.1";"Franklin Bar & Kitchen";"AMSTERDAM";"Amstelveenseweg 156";"1075 XN";"52,3535370";"4,8556200";"http://barfranklin.nl/";"https://media.iamsterdam.com/ndtrc/Images/a8/a8a9b652-32e8-4628-a2b7-e748330218fd/7ff9b2b4-0137-4fda-8d43-c95a8d73175f.jpg,https://media.iamsterdam.com/ndtrc/Images/a8/a8a9b652-32e8-4628-a2b7-e748330218fd/284bf36f-9093-4345-a27d-c287346d91c1.jpg";"https://media.iamsterdam.com/ndtrc/Images/a8/a8a9b652-32e8-4628-a2b7-e748330218fd/7ff9b2b4-0137-4fda-8d43-c95a8d73175f.jpg";"24-08-2016";"";"";"";"2016-08-24 15:43:29";
"30a426df-0e9a-4c82-a7f1-31c2d8e2f000";"Satéclub Wunderbar";"Even ontsnappen aan de drukte in de stad kun je bij de ontspannen sfeer van Satéclub Wunderbar. Eet de heerlijkste satés, gemaakt volgens oud-Indonesisch familierecept en drink de lekkerste cocktails met een verrassend Indonesisch tintje!";"";"Di-do: 16:30 - 01:00 uur, vr, za: 16:30 - 03:00 uur, zo: 16:30 - 01:00 uur.";"Satéclub Wunderbar";"Head into a little side street off the Rokin in Amsterdam and in the summer you?ll find chairs out to welcome you. In the winter, look a little closer, duck down into a cellar, and tucked inside you?ll find Satéclub Wunderbar, where you can make yourself at home.";"<h2>Indonesian food, G&amp:Ts and cocktails in central Amsterdam</h2> <p class=&quot:MsoNormal&quot:><span lang=&quot:EN-US&quot:>The chef at Sat&eacute:club Wunderbar cooks up Indonesian delights from old family recipes and the bar makes its very own home-made gin. Many of the drinks as well as the food have an Indonesian twist, so the gin &amp: tonics and cocktails are all that little bit special.</span></p>";"Tu -Th : 16:30 - 01:00 hour, Fr , Sa : 16:30 - 03:00 hour, Su: 16:30 - 01:00 hour.";"";"3.3.1";"Satéclub Wunderbar";"AMSTERDAM";"Enge Kapelsteeg 3";"1012 NT";"52,3699850";"4,8917720";"https://www.facebook.com/sateclubwunderbar/";"https://media.iamsterdam.com/ndtrc/Images/30/30a426df-0e9a-4c82-a7f1-31c2d8e2f000/0817507e-88d7-40d4-8584-95e03142cfd8.jpg";"https://media.iamsterdam.com/ndtrc/Images/30/30a426df-0e9a-4c82-a7f1-31c2d8e2f000/0817507e-88d7-40d4-8584-95e03142cfd8.jpg";"24-08-2016";"";"";"";"2016-08-24 16:43:28";
"79cbe4bd-8c98-42f8-9547-14b11b56e9d5";"Café Belcampo";"Belcampo is het leescafé van OBA De Hallen, de vestiging van de Openbare Bibliotheek Amsterdam in de gerenoveerde  tramremise in Oud-West. Belcampo is ruim, licht en rustig en daardoor een ideale plek voor een lunch, een kop koffie, een tijdje studeren, vergaderen of werken. Het leescafé biedt daarnaast een uitgebreid programma van culturele, muzikale en literaire activiteiten. ";"<h2>Ook goed om te weten</h2> De kranten- en tijdschriftencollectie van de bibliotheek is ook buiten openingstijden voor iedereen ter inzage!<br /> <br /> En: de Belcamporuimtes zijn te huur voor verschillende evenementen. Neem gerust contact op.";"";"Café Belcampo";"Situated in the beautiful De Hallen - a renovated tram depot in Amsterdam Oud-West - Belcampo is the literary café of the Amsterdam Public Library.";"<h2>Event venue and live entertainment</h2> Besides offering delicious coffee, sweets and sandwiches, Belcampo hosts a broad programme of concerts, performances and other activities. The cafe is open seven days a week, and spaces there can also be rented for different events.";"";"";"3.3.1";"Café Belcampo";"AMSTERDAM";"Hannie Dankbaarpassage 10";"1053 RT";"52,3666940";"4,8686230";"http://www.cafebelcampo.nl";"https://media.iamsterdam.com/ndtrc/Images/79/79cbe4bd-8c98-42f8-9547-14b11b56e9d5/26215b8b-f330-4e28-ace5-a5683f763716.jpg,https://media.iamsterdam.com/ndtrc/Images/79/79cbe4bd-8c98-42f8-9547-14b11b56e9d5/561cb788-f8e8-4715-ba9b-93f1cbba3bcf.jpg,https://media.iamsterdam.com/ndtrc/Images/79/79cbe4bd-8c98-42f8-9547-14b11b56e9d5/7c93aff1-a96e-4c87-b1a9-865884923ca8.jpg";"https://media.iamsterdam.com/ndtrc/Images/79/79cbe4bd-8c98-42f8-9547-14b11b56e9d5/26215b8b-f330-4e28-ace5-a5683f763716.jpg";"";"";"";"";"2016-08-26 11:24:49";
"8708c933-6d71-4f74-b931-50111bb2ea21";"Café de Zwaan";"In het gezellige centrum van Monnickendam ligt Café De Zwaan, het oudste, gezelligste en beroemdste café van de regio. Op een mooie dag is het heerlijk toeven op het terras aan de sluis.  Geopend van dinsdag t/m zondag vanaf 10.00 uur voor een vers kopje koffie met appelgebak, een lunch of een drankje. Vanaf 16.30 uur kan je in het ernaast gelegen restaurant Middendam een vlees/vis maaltijd of pannenkoek gebruiken. Voor groepen heeft De Zwaan aantrekkelijke arrangementen. Ook voor partijen is dit café zeer geschikt.";"Alles is mogelijk in Caf&eacute: De Zwaan: een kopje koffie of een drankje, maar ook volledig verzorgde feesten, zoals verjaardagen, bruiloften, partijen, recepties, bedrijfsborrels, familiefeesten, jubilea, re&uuml:nies, etc. Het caf&eacute: verzorgt deze met een aangeklede borrel, een koud/warm buffet, een koffietafel, een lunch of diner.<br /> Een aparte ruimte voor 75 personen is beschikbaar voor feesten: voor grote partijen is het gehele caf&eacute: beschikbaar (behalve op zaterdag).<br /> <br /> <strong>Wat is er te doen</strong><br /> Op vrijdag- en zaterdagavond is het party time: thema-avonden, live muziek, altijd gezelligheid.&nbsp:Elke maand is er een speciaal bier van de maand. Een groot tv-scherm vertoont live voetbal: Eredivisie, Champions League, Europa League.<br /> <strong><br /> Sfeer</strong><br /> Comfortabel, gezellig en feestelijk.<br /> <br /> <strong>Extra&rsquo:s</strong><br /> Bier van de maand, live muziek, biljarten, darten, feestavonden, sportevenementen op een groot scherm, bij De Zwaan is altijd wat te beleven.";"Di-do: 10:00 - 01:00 uur, vr, za: 10:00 - 02:00 uur, zo: 11:00 - 23:00 uur.";"Café de Zwaan";"";"";"Tu -Th : 10:00 - 01:00 hour, Fr , Sa : 10:00 - 02:00 hour, Su: 11:00 - 23:00 hour.";",,";"3.3.1,3.3.2,4.3.5";"";"MONNICKENDAM";"Middendam 10";"1141 BC";"52,4592720";"5,0359910";"http://www.cafedezwaanmonnickendam.nl";"https://media.iamsterdam.com/ndtrc/Images/20110217/61408bb8-9faa-4d16-b8df-6b8977078c28.jpg,https://media.iamsterdam.com/ndtrc/Images/20110217/33a3cec7-03b6-401f-adb1-8953a6122d44.jpg";"https://media.iamsterdam.com/ndtrc/Images/20110217/61408bb8-9faa-4d16-b8df-6b8977078c28.jpg";"17-02-2011";"";"";"";"2016-08-30 16:25:15";
"ded5274e-7ce3-44ae-8070-1223a9bc1d22";"De Koperen Vis";"De Koperen Vis ligt aan de gezellige binnenhaven van Monnickendam en heeft naast een historische uitstraling een informele sfeer. Dit Grand Café heeft de kwaliteit van een restaurant en de gezelligheid van een café en biedt alle aspecten van uitgaan: heerlijk lunchen en dineren, ontspannen chillen, gezellig stappen en soms live muziek. In het zomerseizoen is er een ruim (verwarmd) terras aan de haven. Ook zaalhuur voor vergadering, cursus, of trouwfeest behoort tot de mogelijkheden. ";"<strong>Keuken</strong><br /> Eetcaf&eacute: De Koperen Vis serveert Nederlandse gerechten met als specialiteiten vis en vegetarische gerechten. Voor de kinderen bestaat een kindermenu.<br /> <br /> <strong>Sfeer</strong><br /> Het interieur is warm, sfeervol en gezellig. In dit veelzijdige horecabedrijf spelen gastvrijheid en service een belangrijke rol.<br /> <br /> <strong>Extra&rsquo:s</strong><br /> De doelgroep is divers, van gasten voor het lezen van een krant aan de leestafel onder het genot van een cappuccino met zelfgebakken appeltaart tot een gezelschap voor een uitgebreide zakelijke lunch, van een hapje eten aan de bar tot een romantisch diner met heerlijke wijnen.<br /> Een vergaderzaal (tot 22 personen) is voorzien van alle gemakken zoals bar, beamer, airco, geluidsinstallatie en free WiFi.<br /> Een feestzaal met daarin een luxe bar biedt plaats aan maximaal 60 personen voor bijvoorbeeld een bruiloft of verjaardagsfeestje.<br /> Het ruime terras beschikt over verwarming en verlichting.<br /> De weekenden staan bij De Koperen Vis in het teken van uitgaan. Na het diner is er ruimte voor swingen en zingen. De DJ verzorgt een avondvullend programma met muziek. De stijl en het genre van de avonden richten zich met name op de &lsquo:oudere jongere&rsquo:. De Koperen Vis denkt ook aan de liefhebbers van live entertainment. Regelmatig treden bands en artiesten op. Daarnaast is er ruimte voor thema-avonden en is het mogelijk om grote evenementen op een grootbeeldscherm te volgen.";"Ma: 10:00 - 01:00 uur, wo, do: 10:00 - 01:00 uur, vr, za: 10:00 - 02:00 uur, zo: 10:00 - 01:00 uur, Toelichting: Het restaurant is geopend van 11.00-21.00 uur 1e kerstdag gesloten.";"De Koperen Vis";"";"";"Mo : 10:00 - 01:00 hour, We , Th : 10:00 - 01:00 hour, Fr , Sa : 10:00 - 02:00 hour, Su: 10:00 - 01:00 hour.";",,,,";"1.1.1,3.1.3,3.3.1,3.3.2,4.3.5";"De Koperen Vis";"MONNICKENDAM";"Havenstraat 1";"1141 AW";"52,4599290";"5,0365300";"http://www.dekoperenvis.nl";"https://media.iamsterdam.com/ndtrc/Images/20110217/5587ac8f-9892-47ef-a4ab-a7805a3c26eb.jpg,https://media.iamsterdam.com/ndtrc/Images/20110217/bb9e6ba8-960c-4efe-9ec3-824841ee1ba4.jpg,https://media.iamsterdam.com/ndtrc/Images/20110217/4a5183ed-bd85-4e1f-b4ee-037efc7f960b.jpg,https://media.iamsterdam.com/ndtrc/Images/20110217/0ffe4b62-0052-431b-b964-6f72356db4f8.jpg,https://media.iamsterdam.com/ndtrc/Images/20110217/d1b85695-a973-424a-a8fe-235c926981ee.jpg";"https://media.iamsterdam.com/ndtrc/Images/20110217/5587ac8f-9892-47ef-a4ab-a7805a3c26eb.jpg";"17-02-2011";"";"";"";"2016-08-30 16:25:05";
